date,timestamp,period,period_type,count,year,month,day,season,is_weekend,houston_iqr_anomaly_mean,dallas_wind_speed_imputed_mean,houston_pressure_original_mean,nyc_temperature_mean,dallas_wind_speed_mean,la_precipitation_mean,philadelphia_wind_speed_iqr_anomaly_mean,dallas_precipitation_mean,houston_temperature_imputed_mean,philadelphia_humidity_imputed_mean,houston_zscore_anomaly_mean,la_precipitation_iqr_anomaly_mean,phoenix_humidity_iqr_anomaly_mean,phoenix_precipitation_original_mean,philadelphia_precipitation_iqr_anomaly_mean,phoenix_humidity_imputed_mean,dallas_precipitation_zscore_anomaly_mean,nyc_wind_speed_zscore_anomaly_mean,dallas_precipitation_imputed_mean,phoenix_humidity_mean,nyc_wind_speed_imputed_mean,phoenix_temperature_mean,nyc_temperature_imputed_mean,la_wind_speed_imputed_mean,la_precipitation_imputed_mean,houston_humidity_mean,houston_pressure_iqr_anomaly_mean,houston_humidity_iqr_anomaly_mean,nyc_precipitation_original_mean,dallas_zscore_anomaly_mean,seattle_pressure_zscore_anomaly_mean,la_temperature_original_mean,la_wind_speed_zscore_anomaly_mean,seattle_pressure_original_mean,houston_precipitation_mean,dallas_pressure_mean,houston_precipitation_iqr_anomaly_mean,houston_humidity_imputed_mean,houston_humidity_original_mean,la_pressure_original_mean,houston_original_mean,seattle_temperature_imputed_mean,san antonio_iqr_anomaly_mean,seattle_pressure_iqr_anomaly_mean,dallas_original_mean,dallas_pressure_imputed_mean,seattle_precipitation_zscore_anomaly_mean,seattle_precipitation_mean,houston_wind_speed_original_mean,houston_wind_speed_imputed_mean,houston_precipitation_imputed_mean,phoenix_wind_speed_imputed_mean,philadelphia_pressure_mean,philadelphia_humidity_original_mean,philadelphia_humidity_mean,la_pressure_mean,nyc_precipitation_mean,la_humidity_original_mean,phoenix_temperature_original_mean,phoenix_pressure_original_mean,phoenix_temperature_imputed_mean,dallas_wind_speed_original_mean,la_wind_speed_mean,san antonio_original_mean,philadelphia_pressure_imputed_mean,dallas_mean,houston_pressure_mean,nyc_pressure_imputed_mean,seattle_humidity_zscore_anomaly_mean,la_precipitation_zscore_anomaly_mean,seattle_temperature_original_mean,dallas_imputed_mean,philadelphia_temperature_mean,seattle_temperature_iqr_anomaly_mean,seattle_temperature_mean,nyc_humidity_mean,houston_precipitation_original_mean,nyc_wind_speed_iqr_anomaly_mean,dallas_humidity_imputed_mean,dallas_humidity_mean,philadelphia_pressure_iqr_anomaly_mean,la_pressure_zscore_anomaly_mean,philadelphia_wind_speed_zscore_anomaly_mean,seattle_wind_speed_mean,seattle_pressure_imputed_mean,houston_temperature_original_mean,dallas_wind_speed_zscore_anomaly_mean,dallas_temperature_mean,nyc_wind_speed_original_mean,san antonio_imputed_mean
,,2019-01-19,day,4,2019,1,19,Winter,1,,,1023.0,-1.062013882140831,,,,,50.55,,,,,,,,,,,0.26066287251878206,8.93,-0.5881944448543912,37.52,,,0.5569182569473511,,,0.0017500000000000003,,,,,,-0.2100367454743317,,,84.0,84.0,,10826.44,,,,15568.79,,,,2.495,2.495,0.0025546875000000005,,,,,,-0.23087068208584333,,62.44500000000001,1020.8,,,,5995.37,,15006.488749999999,1.1162649744620474,1018.55,,,,16767.254999999997,,,,0.9761939571051488,0.0025546875000000005,,,,,,,,,50.55,,,7.97,6684.23
,,2018-06-16,day,4,2018,6,16,Summer,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16539.5175,,,,,,,,,,,,,,,,,,,,,,,,
,,2020-03-30,day,3,2020,3,30,Spring,0,,,1017.1,,-0.41109935279480897,,,-0.14611237184215434,,,,,,,,,,,,-0.7741678426563617,,-0.24249226673104887,,,,0.2503994906271357,,,,,,,,1010.2625,-0.26883181946637735,0.4919588845484145,,,79.0,,12714.86,48.208749999999995,,,11274.95,,,0.6425844759058021,5.78,,,,,,,,,,68.83,1013.0,,6.51,,5931.41,,10293.784999999998,-0.09097733077853132,,,,48.208749999999995,10293.785,,,-0.41242100552102245,,0.0011,,,0.08835617316855796,,,,2.957479499476172,1010.2625,70.12,,-0.2759622605967352,,5438.885
,,2018-05-27,day,3,2018,5,27,Spring,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11779.163333333332,,,,,,,,,,,,,,,,,,,,,,,,
,,2018-04-03,day,4,2018,4,3,Spring,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11275.505000000001,,,,,,,,,,,,,,,,,,,,,,,,
,,2018-08-01,day,4,2018,8,1,Summer,0,,,,,1.0676324308974166,0.0,,0.0,,,,,,,,,,,,-0.24413259829836126,,1.3720478979734267,,,,,,,,,,76.35,,,,-0.2982450684964763,,,,1013.2,,,,,,,,,,,,,,,,-0.5793822370411897,,53.0,98.65,1011.0,,11.4,0.3566005343672903,,,13826.667500000001,,,,,,,,,,,,,,-1.8446207978450664,,,,,,,,1.2704253360942646,,
,,2019-05-23,day,9,2019,5,23,Spring,0,,,1016.5,1.0189685026649988,0.9738886981889112,,,0.0,,,,,,,,,,,,0.23542309897792488,,-0.38136870946971346,,,,0.06648823083500645,,,0.0009,,,,,1016.6333333333332,-0.264790052833197,-1.0548233214118083,,,76.0,,,,,,,,,-0.1515322362446706,13.36,,,,0.7863379502923431,21.0,-2.380427749672344,,-0.12834660515111188,,66.265,1010.1,,11.09,,,,15303.908888888887,-0.21374773470130715,,,,62.34333333333334,,1.1226617858171382,,0.8630474131106661,-2.1436773436077114,0.0012,,,0.8562511342561622,,,,-0.8358331686109078,,86.03,,0.6832116621577313,4.83,
,,2020-02-21,day,5,2020,2,21,Winter,0,,,1026.05,-1.732993132743564,,,,,59.910000000000004,,,,,,,,,,,,,,,,,-1.374149970870006,1.0,,0.0008500000000000001,,,,,1023.225,-0.1273699873050646,,,52.5,52.5,,12250.27,43.94499999999999,,,15762.46,,,-0.3964881581886279,7.905,7.905,0.0046,,2.251429108095827,56.00000000000001,-0.5180317167203338,,-0.25821218255024614,,,,,,,7386.86,,15653.966,1.7403478610694583,,,,44.927499999999995,15276.52,-1.8817100372814732,,-0.7085125598270845,-0.8237317933061166,0.0046,,,,,,,-0.5586383080883246,1022.25,59.910000000000004,,,9.46,7254.035
,,2019-10-06,day,4,2019,10,6,Fall,1,,,1013.4,,-0.4488992450159801,0.0,,-0.140567359544921,,,,,,,,,,,,,,,,,,0.5569182569473511,,,,,,74.08,,1028.7,-0.14353705383778606,-0.7101598950837202,,,84.0,1015.2,,,,,,,,-0.5279969831071283,3.135,,,,,,,-0.023869680177803262,,47.0,,,,6.385,0.5278050947465698,,,13873.942500000001,-0.8480614883022962,,,,61.49,,,,0.7860448095273246,,0.0042,,,-0.6795387879190463,,,,-0.8152415504006588,,80.03999999999999,,1.0831344668774041,,
,,2019-04-18,day,2,2019,4,18,Spring,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11248.74,,,,,,,,,,,,,,,,,,,,,,,,
,,2019-08-01,day,6,2019,8,1,Summer,0,1.0,4.855,1016.175,1.0148266554390561,-0.5950588282711763,-0.2544151907225237,,0.08366823329786575,88.2425,,,,,0.0013045454545454545,,30.0,,,0.01355,-0.2693723718392184,,1.3398328946870703,,3.5725,0.0008749999999999999,-0.45459367190935973,,,0.011,,,71.936875,,1015.9,0.31469823819903775,-0.21418081817255688,1.0,67.5,67.5,1014.7,16715.339999999997,71.17,1.0,,19446.239999999998,1015.2,,-0.46683008779619795,6.776249999999999,6.776249999999999,0.0155375,4.025,,,,-0.16274781939365385,0.05013918379829641,70.375,98.055,1011.0,98.055,5.901666666666666,-0.24907597640846202,9993.54,,17596.703125,-0.28024837015947257,,,,71.17,18053.2496875,,,1.6595430939258558,1.6061679697490916,0.0155375,,87.0,0.3972794333762149,,,,0.8431757008401681,1015.9,88.2425,,0.8800175677578226,4.12,9220.0578125
,,2019-08-18,day,4,2019,8,18,Summer,1,1.0,,1011.1,,,0.0,,,,71.125,,,,,,,,,,,,,,,,-0.056119275693079715,,,,,,76.19,,,-0.22033061986821298,,,,74.0,1012.0,18021.27,,,,21800.97,,,,8.43,,,,-0.34970890234155616,71.125,0.28678942609107017,-0.9126897711592438,,53.0,,,,,0.5956408639534541,10641.44,1016.1234375,16315.60625,-1.3186813700062432,,,,,19231.235,1.4911030472438782,,,,0.0023,,,,,,,,,86.5,,,,9340.744999999999
,,2019-01-17,day,5,2019,1,17,Winter,0,,,1021.55,,,3.2597388038882578,,,,,,1.0,,,,,,,,,,,,4.93375,0.0247,1.2619114194838466,,,,,,58.426875,,1008.3,-0.06472260449076894,,,,95.5,1020.7625,10314.24,,,,12817.59,,,0.0,6.76,,,,,,,1.5211496185985502,,90.25,,,,,0.6303663172379305,6126.66,,10879.676000000001,0.8195698316486744,,,1.0,51.46,11162.86,,,-0.11903657399718671,,0.00615,,,,,,,-0.5538863961936517,,59.510000000000005,,,,5371.33
,,2018-08-21,day,4,2018,8,21,Summer,0,1.0,,1014.5,1.0765198396772617,0.009235448704617252,0.0,,0.0,,,1.0,,,,,,,,,-0.6227292014112187,8.942656249999999,1.5794150619847664,73.66265625,,,-1.772624367086286,,,0.14733475609756097,,,82.41,,1018.2,0.0,-0.39912216888519103,,,46.0,1011.3,18636.84,64.5,1.0,,20017.07,,,-0.2331915633235663,9.99,,,,,,,-1.1071191660614472,4.19191340286019,55.00000000000001,102.48,1009.3,,7.9,2.152633280987655,11535.345000000001,,13890.104375,-0.6229824144438778,1013.9984375,,,64.5,14989.14875,,,1.057659462010752,1.1543116094895969,,,,-1.4209546124174228,,,,1.0783953396264745,1018.2,94.08,,1.3409142790965671,8.942656249999999,8527.783749999999
,,2018-02-21,day,6,2018,2,21,Winter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15595.156666666668,,,,,,,,,,,,,,,,,,,,,,,,
,,2019-11-12,day,3,2019,11,12,Fall,0,,,,,,-0.3392268820929833,,,,,,,,,,,,,,0.2859026460596392,,-0.659933737887035,,,,,,,,,,61.95,,,,,,,,1017.4,,,,,,,,,,,,,-1.3743015349531653,74.0,0.43977195736927094,0.5871941323719361,,70.0,61.12,1017.8,,,-0.922588256391099,,,16743.663333333334,,,,,,,-0.09405852483901177,,,,,,,,,,,,,,,,,
,,2019-06-26,day,7,2019,6,26,Summer,0,,,,1.0077263459088681,,,,,,,,,,,,,,,,-0.9508462574423618,,0.6281249649405797,,,,,,,0.0009,,,,,1011.8,,,,,,,,,,,,,,-0.06312857874405732,,,,,-0.1755905876594219,55.5,-0.5446373743339342,,-0.25669321030222375,,84.91,1009.2,,,,,,15831.93428571429,,,,,64.49,,1.241931660162909,,1.0567570877500092,0.8861976695845855,,,,,,,,-0.28302741819729893,,,,,5.5,
,,2019-10-21,day,7,2019,10,21,Fall,0,,10.511666666666667,1007.0499999999998,0.21692937198421924,0.7618313028281397,0.0,,2.0036474998891975,80.3,52.5,,,,,1.0,,1.0,,0.04960833333333333,,6.81,,59.135000000000005,,,0.9553926531636311,,,0.0018390243902439037,,,74.69,,1015.125,-0.1293908706216548,-1.1357351623485945,,90.5,90.5,1016.2,11514.29,52.735,,,10274.156666666668,1008.7916666666666,,2.643506538764613,9.49,9.49,0.00455,,-0.45676969875302226,52.5,-0.704271320015535,0.2538865982539137,-0.22816617052229127,20.0,,,,10.38875,-0.8062983663221543,5881.16,1015.4,11672.957857142857,-2.1473815964849625,1019.05,,,52.735,11406.771666666667,0.25816468722191693,,-0.003983855752545594,-0.4037491182101548,0.004549999999999999,,69.75,0.025468223769142068,,,,1.8838444057735233,1015.125,80.3,,-0.09091058042669342,6.81,6518.503333333333
,,2020-02-09,day,4,2020,2,9,Winter,1,,,,-0.8815476815818951,0.4295702502040431,-0.30972716335543216,,-0.12727204431922118,,,,,,,,,,,,-0.7236882955746474,,-0.21217226363800695,,,,,,,0.0012,,,67.53,,1020.75,,0.3490496589977464,,,,1013.1,,,,,,,,0.33445624077699027,,,,,,,,-0.6071578648843662,-0.2475793768140895,47.0,69.39,1012.5,,9.29,1.4807361383670872,,,9907.522500000001,,,,,46.635,,,,-0.5544321548053393,-1.1537181808815153,,,,-0.20291432931294706,,,,0.19216377126998674,,,,-0.3234403503048972,11.86,
,,2018-12-29,day,5,2018,12,29,Winter,1,,,1018.5,,0.018307422837698317,,,0.0,,,,,,,,,,,,,,,,,,-1.4048018475020274,,,,,,,,1020.7,0.0,1.6184198388890276,,,52.0,,,,,,,,,1.0501089159148758,5.45,,,,-0.841541113933735,97.0,1.6636322075948775,,,,,,,7.93,,,,14449.986,0.19548694504126346,,,,48.35,,-0.2672372651068753,,-0.39967496908803707,,,,,-0.30883087566985784,,,,3.0480628199683735,,59.5,,-1.582337919131136,,
,,2019-02-10,day,4,2019,2,10,Winter,1,,,1023.1,-1.1685185250936458,,,,,,,,,,,,,,,,,6.585,,35.72,,,0.4343107504192649,,,0.0013,,,,,,-0.2728735860995577,,,,82.0,,10671.24,,,,15267.92,,,,7.11,,,,,,,,-0.2445414323180448,,,,,,,7508.38,,13837.9,1.1367267084491806,1025.75,,,,13798.279999999999,,,,-0.4037491182101548,0.001,,,,,,,,,46.17,,,6.585,6562.455
,,2018-02-10,day,5,2018,2,10,Winter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14431.616,,,,,,,,,,,,,,,,,,,,,,,,
,,2018-03-11,day,3,2018,3,11,Spring,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9289.726666666667,,,,,,,,,,,,,,,,,,,,,,,,
,,2020-03-17,day,1,2020,3,17,Spring,0,,,1019.0,,,,,,,,,,,,,,,,,,,,,,,-0.36263804201329514,,,,,,,,,-0.05865995454099841,,,,69.0,,,,,,,,,,9.49,,,,,,,,,,,,,,,,,10625.22,0.2977956149769061,,,,,,,,,,0.0063,,,,,,,,,81.61,,,,
,,2018-06-09,day,4,2018,6,9,Summer,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15653.9225,,,,,,,,,,,,,,,,,,,,,,,,
,,2018-10-21,day,8,2018,10,21,Fall,1,,,1023.8,-0.3161855352407037,,,,,,,,,,,,,,1.0,,-0.0674541835123611,11.405,0.318969219116886,48.58,,,0.495614503683308,,,0.002766666666666667,,,,,,-0.2526647529336559,,,,83.0,,10145.57,,,,10567.75,,,,8.73,,,,-1.9218608565564892,81.0,0.8122511639596729,,-0.14998868478204125,,79.2,1013.3,,,,5557.5,,9844.284375,1.2799588463590663,1013.5,,,,9518.724999999999,-0.40522161622352776,,,0.5262125195023324,0.0015,1.0,,,,,,,,60.61,,,10.26625,4764.42
,,2019-12-05,day,5,2019,12,5,Winter,0,,,1017.95,,,,,,,,,,,0.00055,,40.5,,,,0.26066287251878206,,-0.5949623026876596,,,,0.15844386073107106,,,,,,,,1016.05,-0.12835325978341813,,,,77.5,,10999.43,,,,12879.59,,,-0.5279969831071283,2.34,,,2.77,-2.49901797932755,84.0,0.9718851096412737,,,,62.32,1019.15,62.32,,,6142.18,,11738.326,0.08294740811205423,,,,45.175,12272.39,-1.0929088074162372,,-0.6861787968737127,,0.0014,,,,,,,-0.4137049953008024,,54.7,,,,6051.985
,,2019-01-16,day,2,2019,1,16,Winter,0,,,,-1.1924820697580294,,5.981087857427353,,,,,,1.0,,,,,,,,,6.755,,35.315,6.98625,0.04315,,,,0.0016,,,56.635625000000005,1.0,,,,,,,1019.0875,11093.615,,,,13855.470000000001,,,,,,,,,,,1.055907852225432,-0.2354275988299105,83.25,,,,,1.9563940914963114,6665.1,,12466.435000000001,,1020.0,,1.0,,12466.435000000001,,,,-0.07376273063475611,,,,,,,,,,,,,6.755,6069.3175
,,2019-02-27,day,6,2019,2,27,Winter,0,,,1017.9,,,-0.17698837073087945,,,,,,,,,,,,,,0.23542309897792485,,-0.6791544541335167,,,,1.4764745559079973,,,,,,52.980000000000004,,1014.425,-0.20416355333549152,,,,99.0,1021.3,,,,,,,,0.0,3.11,,,,1.6742719853247494,46.0,-1.050144868992337,1.6704436182555802,,83.5,60.765,1017.1,,,-0.5995607839773643,,,12679.875,0.07271654111848763,,,,35.550000000000004,,-1.1459797116918726,,-1.5547140228381613,,0.0027,,,,,,,0.5628128990544695,,65.81,,,,
,,2019-10-22,day,4,2019,10,22,Fall,0,,13.545,,0.4152942694838366,1.7162785814127175,-0.21385307745839088,,-0.3188153741357083,,76.4375,,,,,,,,,0.0003,-1.127524672228362,9.87,0.24316921138428124,62.487500000000004,3.5,0.00115,,,,0.0018390243902439037,,,80.255,,1020.9843750000001,,-0.41593501894998003,,,,1015.3,9745.32,50.539375,,,9976.295,1014.0,,1.8617171580717837,,,,,-0.19038948824330712,81.625,0.8455082359766731,0.003905947665357381,-0.22816617052229127,19.0,77.8,1014.5,,13.545,-0.29591495990845357,5220.76,1017.1499999999999,11139.10625,,1016.775,,,50.539375,11202.0775,0.06284979346013701,,-0.20211140437677338,-1.0787212746143793,,,46.5,-0.9708092904005513,,,,1.4151870951614132,1020.9843750000001,,,0.09017245574166925,9.87,5931.05
,,2020-03-10,day,5,2020,3,10,Spring,0,,,1022.8,0.7420564309876807,,,,,,56.625,,,,0.00195,,43.0,,,,0.412101513763925,,-0.36309549331988955,,,,-0.36263804201329514,,,,,,,,1024.6,-0.03845112137509661,,,,69.0,,12367.36,,,,12507.5,,,-0.4301299506096397,10.39,,,2.875,0.3590196959329909,56.625,-0.4847746447033339,,0.0,,66.60249999999999,1019.875,67.85499999999999,,,6767.1,1020.9124999999999,10982.314,1.075341506487781,,,,35.99,11049.98,-0.373379073658146,,-1.5150095553655005,-2.4736637311831102,0.0068,,,,,,,0.13989274042858516,,71.55,,,10.56,5812.09
,,2020-03-31,day,1,2020,3,31,Spring,0,,,,,,,,,,,,,,0.0019,,23.0,,,,-0.6227292014112187,,-0.20784083462471536,,,,,,,,,,,,1013.53125,,,,,,,10259.17,47.494375,,,8329.93,,,1.2439315154313868,,,,4.3549999999999995,,,,,,,69.47,1011.85,69.47,,,4307.19,,10526.22,,,,,47.494375,10526.22,,,-0.4768843667727991,,,,,,,,,1.9787341464202717,1013.53125,,,,,5684.049999999999
,,2019-09-17,day,2,2019,9,17,Fall,0,,,,0.8006339846117285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3827751958336551,40.0,-1.3694127603555386,,0.0,,,,,,,,,18129.355,,,,,,,1.5986240010049442,,,-0.6737379807718445,,,,,,,,,,,,,8.08,
,,2020-02-10,day,3,2020,2,10,Winter,0,,7.59,,,-0.08450828400388798,,,0.620060947423794,,,,,,0.0013,,,,,0.01525,-0.3198519189209329,,-0.31666798858366924,,,,,,,,,,,,1031.8,,-0.08808444268666185,,,,,11580.05,,,,13489.92,1015.95,,-0.3934298134230814,,,,,,,,,,,67.46,1007.2,,7.59,,5910.81,,12135.200000000003,,,,,45.46,12135.2,,,-0.6604611304425573,,,,93.0,1.4917504123976277,,,,-1.3949748015507473,,,,-0.9406555165110057,,5469.54
,,2018-05-20,day,4,2018,5,20,Spring,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12354.182499999999,,,,,,,,,,,,,,,,,,,,,,,,
,,2018-01-25,day,6,2018,1,25,Winter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12165.158333333335,,,,,,,,,,,,,,,,,,,,,,,,
,,2018-12-01,day,3,2018,12,1,Winter,1,,,1006.6,,,,,,,,,,,,,,,,,2.2209519508586886,,-1.1800661718998116,,,,-0.6691568083335105,,,,,,,,1010.8,0.0,,,,64.0,,,,,,,,,-0.4178965715474536,7.13,,,,0.6975445467891159,72.0,0.3333493269148704,,,,51.51333333333333,1014.1999999999999,,,,,,11147.74,-2.239459399427027,,,,40.72,,-0.8258783627451445,,-1.0881865300344002,,,,,,,,,-1.5755474535483156,,69.74,,,,
,,2019-01-31,day,4,2019,1,31,Winter,0,,,1023.8499999999999,-2.512843796142507,,0.0,1.0,,47.730000000000004,55.25,,,,,,,,,,0.8916572110402111,,-1.1786223622287142,,,,-0.33198616538127357,,,,,,54.96,,1011.7,-0.1273699873050646,,,69.5,69.5,1013.9,9666.96,,,,12661.785,,,0.0,9.205,9.205,0.0046,,-0.03500103211262595,55.25,-0.5579402031407343,-0.3849528421390179,0.0,91.0,51.54,1013.7,,,-0.7998378168738796,5508.84,1018.25,13598.591250000001,1.2901897133526212,,,,39.68,14168.7675,-1.784925467115643,,-1.1820334531515977,-1.4537058059500596,0.0046,,,,,,1.0,-0.672684193560473,,47.730000000000004,,,12.76,6480.96125
,,2019-10-17,day,3,2019,10,17,Fall,0,,,,,-1.614647921116906,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1004.5,,0.4919588845484145,,,,,,,,,,,,1.0745756740392483,,,,,,,,,,,,,,2.53,,,,11369.053333333335,,,,,54.25,,,,0.13272584474991053,,,,,-0.46770569520522404,,,,2.425562361766229,,,,-0.5448105845270031,,
,,2019-09-16,day,4,2019,9,16,Fall,0,,,,0.8556613834706831,-0.7800263008734416,-0.28022744461788096,,-0.11471182597059909,,,,,,0.0008,,,,,,-0.4208110130843614,,1.1625150194554417,,5.37,0.0007,,,,,,,71.245,,1008.7666666666668,,-0.19736796810777107,,,,1012.025,14482.08,55.86125,1.0,,17837.52,,,0.185616795520393,,,,,0.09078962285030166,40.0,-1.3694127603555386,-0.9057458641984576,0.0,69.5,94.78,1009.0,,5.29,0.18216569926387371,8617.61,,16485.9353125,,,,,55.5375,16322.340625,1.4422044936662288,,0.24890653082047975,0.5262125195023324,,,,-0.6265805147405907,,,,-0.3590580085120645,1008.85,,,1.200227669715939,3.93,7887.654375
,,2019-02-25,day,4,2019,2,25,Winter,0,,,1027.15,,,-0.19172828840522751,1.0,,,45.0,,,,,,,,,,,,,,,,-1.312846217605963,,,,,,50.67,,1011.4,-0.2708527027829675,,,,53.5,1018.8,10875.17,,,,15421.67,,,-0.4790634668583839,9.67,,,,1.060117611094022,45.0,-1.1033561842195372,0.9760529221763115,,60.0,,,,,-0.5931002345290894,6870.93,1025.65,12472.929375,1.9654269349278768,,,,35.5,12600.4575,-0.8842563574483437,,-1.5592258941418726,,0.00105,,,,,,,0.648347313158581,,55.620000000000005,,,,5709.87875
,,2019-04-04,day,6,2019,4,4,Spring,0,,,1015.95,-0.679188859971547,,,,,71.1175,,,,,,,,,,,,,,,,,0.3576810588392111,,,,,,,,1015.6500000000001,-0.08594187931496589,,,80.75,80.75,,10468.7,52.230000000000004,,,10242.17,,,-0.38119643436089534,9.4325,9.4325,0.005625,,1.703869786492503,30.0,-1.9015259126275414,,0.0,,,,,,,5704.21,,12034.464166666667,-0.32628727163050475,,,,52.230000000000004,11321.455,-0.14936399350520052,,-0.04955375592003054,-1.5137033309637684,0.005625,,,,,,,-0.7891060349799581,1015.6500000000001,71.1175,,,6.38,5816.25
,,2018-03-29,day,6,2018,3,29,Spring,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10007.245,,,,,,,,,,,,,,,,,,,,,,,,
,,2018-05-06,day,7,2018,5,6,Spring,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10955.31857142857,,,,,,,,,,,,,,,,,,,,,,,,
,,2018-06-21,day,4,2018,6,21,Summer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16173.945,,,,23197.87,,,,,,,,,,,,,,,,,,,10481.685,,19691.43875,,,,,,20787.5075,,,,,,,,,,,,,,,,,,9491.87375
,,2020-04-07,day,5,2020,4,7,Spring,0,,,1015.0,,0.4537621812255926,,,-0.3125352649613972,,,,,,,,,,,,,,,,,,1.5377783091720403,,,,,,,,1020.9,-0.2930824192654595,-0.43274786901476897,,,100.0,,,,,,,,,-0.3438424026966282,4.23,,,,-0.5603620028401347,29.5,-1.9281315702411415,,,,,,,9.37,,,,11963.648,-0.5206737445082351,,,,43.18333333333334,,0.4176567205976428,,-0.8659016704715509,,0.0005,,,0.5914597683638848,,,,-0.7502987545067964,,72.18,,0.5014550487964239,,
,,2019-01-25,day,4,2019,1,25,Winter,0,,,,,-1.2895688480148322,,,-0.140567359544921,,,,,,,,,,,,,,,,,,,,,,,,,,1032.5,,1.450291338241176,,,,,,,,,,,,-0.4301299506096397,,,,,-1.2855081314499381,68.0,0.12050406600606928,,,,,,,3.605,,,,14881.4575,,,,,46.93,,-1.1767049720619775,,-0.5278121141134416,,,,,-0.6530596513298186,,,,-1.038581409450283,,,,-1.3880564109388405,,
,,2020-04-05,day,3,2020,4,5,Spring,1,,,,0.0030325473873162243,-1.4664723436099143,,,-0.13114719578345443,,,,,,,,,,,,-0.4208110130843614,,-0.27768512746404334,,,,,,,0.0002,,,,,1003.8,,0.45833318441884613,,,,,,,,,,,,-0.3934298134230814,,,,,,,,,-0.277958821774537,,68.18,1010.9,,3.02,,,,9966.96,,,,,41.94,,,,-0.9780968702238417,-0.25375530567588267,,,,1.1210425001484394,,,,0.13989274042858516,,,,-1.0443499946466233,5.6,
,,2018-10-20,day,3,2018,10,20,Fall,1,,,,,,,,,,,,,,,,,,,,-0.5722496543295044,,0.5025135235551212,,,,,,,,,,,,1024.7,,,,,,,,,,,,,,0.0,,,,,-0.5159653010885127,69.0,0.17371538123326954,,,,82.59,1013.8,,,,,,9499.103333333334,,,,,52.55,,-0.014172847876739291,,-0.02067777957627806,,,,,,,,,-0.8722644931367329,,,,,,
,,2018-04-06,day,5,2018,4,6,Spring,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10914.003999999999,,,,,,,,,,,,,,,,,,,,,,,,
,,2019-05-12,day,1,2019,5,12,Spring,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033.12,,,,,,,,,,,,,,,,,,,,,,,,
,,2019-02-26,day,3,2019,2,26,Winter,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5051588391987512,33.0,-1.7418919669459405,,,,,,,,,,,10768.963333333333,,,,,,,-1.080618703268195,,,,,,,,,,,,,,,,,
,,2018-02-25,day,4,2018,2,25,Winter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10859.664999999999,,,,,,,,,,,,,,,,,,,,,,,,
,,2019-09-12,day,3,2019,9,12,Fall,0,1.0,,1018.5,,,-0.21385307745839088,,,,,,,,,,,,,,-0.2693723718392184,,0.8484864159917946,,2.8475,0.00115,0.4343107504192649,,,,,,69.27875,,1020.625,-0.2890406526322792,,,,82.0,1013.7125,18291.2,63.290000000000006,1.0,,21926.225,,,-0.08049780562077298,4.24,,,,,,,-0.4370321443449619,,62.75,88.98,1011.1,,,-0.7174658114083773,10974.06,,16025.589166666667,0.19548694504126346,,,,64.47,17115.61375,,,1.0549523392285256,,0.0006,,,,,,,-1.0231376957925962,1019.95,81.88,,,,8506.85875
